EMP_ID,Role,Domain,Analytical Skills,Technical Proficiency,Communication Skills,Problem Solving Skills,test,dafedaf,lkjdhfdghj,Years of experience in Business Analysis,Experience of related Domain,Leadership-Team lead experience,etset,Bachelor's Degree,Master's Degree,KPI_Score,Proficiency in Programming Languages,"Database Management (SQL, NoSQL)",API Development and Integration,Knowledge of Frameworks,Understanding of Microservices Architecture,Years of experience in Bacend Engineer,"Scripting and Automation (Python, Bash)",Continuous Integration/Continuous Deployment,"Cloud Platforms ( AWS, Azure, GCP)",Configuration Management Tools,Monitoring and Logging Tools,Years of experience in DevOps Engineer,Leadership/Team lead experience,Proficiency in HTML/CSS,Proficiency in JavaScript/TypeScript,Knowledge of Frontend Frameworks/Libraries,UI/UX Design Principles,Responsive Design and Cross-Browser Compatibility,Years of experience in FrontEnd engineer,Proficiency in Frontend Technologies,Proficiency in Backend Technologies,Knowledge of Frontend Frameworks,Knowledge of Backend Frameworks,Years of experience in Fullstack engineer,planning & scheduling,Leadership and Team Management,Risk Management,Budgeting and Cost Control,Knowledge of Project Management Methodologies,Excellent communication,Test Automation,Knowledge of testing methodologies,Bug tracking and reporting,Years of experience in QA,Technical Expertise,Project Management Skills,Problem-Solving and Decision-Making,Communication and Collaboration,Years of experience in Tech Lead,Performance_Category
BU_SYN_97,Business Analyst,Health,Novice,Intermediate,Advanced,Advanced,Novice,Novice,Advanced,3-5 years,0 - 5,Leadership,related field,Unrelated,Unrelated,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_98,Business Analyst,Health,Advanced,Intermediate,Intermediate,Novice,Intermediate,Advanced,Advanced,5+ years,0 - 5,Non-Lead,related field,related,related,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_99,Business Analyst,Education,Intermediate,Advanced,Intermediate,Intermediate,Novice,Advanced,Novice,5+ years,6 - 14,Non-Lead,Unrelated field,related,Unrelated,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_100,Business Analyst,Health,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Novice,1-2 years,15+,Non-Lead,related field,Unrelated,Unrelated,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_101,Business Analyst,E-Commerce,Intermediate,Advanced,Novice,Intermediate,Advanced,Novice,Intermediate,3-5 years,6 - 14,Leadership,related field,Unrelated,Unrelated,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_102,Business Analyst,E-Commerce,Novice,Advanced,Intermediate,Novice,Advanced,Advanced,Intermediate,1-2 years,15+,Leadership,Unrelated field,related,related,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_103,Business Analyst,Finance,Intermediate,Intermediate,Novice,Advanced,Novice,Intermediate,Advanced,5+ years,0 - 5,Leadership,related field,related,Unrelated,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_104,Business Analyst,Education,Novice,Novice,Intermediate,Intermediate,Novice,Advanced,Intermediate,1-2 years,6 - 14,Non-Lead,related field,related,related,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_105,Business Analyst,Health,Intermediate,Advanced,Intermediate,Advanced,Intermediate,Advanced,Novice,1-2 years,15+,Non-Lead,Unrelated field,related,related,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_106,Business Analyst,E-Commerce,Advanced,Novice,Advanced,Novice,Novice,Novice,Advanced,3-5 years,6 - 14,Non-Lead,related field,Unrelated,related,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_107,Business Analyst,E-Commerce,Advanced,Advanced,Intermediate,Advanced,Novice,Novice,Intermediate,5+ years,6 - 14,Non-Lead,Unrelated field,Unrelated,Unrelated,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_108,Business Analyst,E-Commerce,Intermediate,Advanced,Novice,Intermediate,Advanced,Advanced,Intermediate,1-2 years,6 - 14,Non-Lead,related field,Unrelated,Unrelated,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_109,Business Analyst,Education,Intermediate,Novice,Advanced,Advanced,Intermediate,Novice,Advanced,3-5 years,0 - 5,Leadership,related field,Unrelated,related,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_110,Business Analyst,Health,Intermediate,Intermediate,Novice,Intermediate,Novice,Intermediate,Advanced,3-5 years,6 - 14,Leadership,related field,Unrelated,related,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_111,Business Analyst,Health,Advanced,Advanced,Intermediate,Advanced,Intermediate,Intermediate,Advanced,5+ years,6 - 14,Non-Lead,Unrelated field,related,Unrelated,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_112,Business Analyst,Finance,Novice,Intermediate,Advanced,Intermediate,Intermediate,Intermediate,Advanced,1-2 years,0 - 5,Leadership,Unrelated field,Unrelated,Unrelated,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_113,Business Analyst,E-Commerce,Advanced,Advanced,Advanced,Novice,Novice,Advanced,Novice,3-5 years,6 - 14,Leadership,related field,related,related,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_114,Business Analyst,E-Commerce,Advanced,Intermediate,Novice,Advanced,Novice,Novice,Intermediate,5+ years,15+,Leadership,Unrelated field,related,Unrelated,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_115,Business Analyst,Finance,Novice,Novice,Advanced,Advanced,Novice,Novice,Novice,5+ years,0 - 5,Non-Lead,Unrelated field,Unrelated,related,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_116,Business Analyst,E-Commerce,Intermediate,Novice,Advanced,Novice,Intermediate,Intermediate,Novice,5+ years,15+,Leadership,related field,Unrelated,Unrelated,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_117,Business Analyst,Health,Novice,Intermediate,Intermediate,Intermediate,Novice,Novice,Intermediate,5+ years,0 - 5,Non-Lead,related field,Unrelated,related,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_118,Business Analyst,Education,Advanced,Intermediate,Novice,Novice,Intermediate,Novice,Advanced,1-2 years,0 - 5,Leadership,related field,Unrelated,Unrelated,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_119,Business Analyst,E-Commerce,Advanced,Advanced,Advanced,Intermediate,Novice,Intermediate,Novice,5+ years,6 - 14,Leadership,Unrelated field,Unrelated,Unrelated,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_120,Business Analyst,E-Commerce,Intermediate,Intermediate,Intermediate,Novice,Advanced,Intermediate,Advanced,5+ years,15+,Non-Lead,related field,Unrelated,Unrelated,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_121,Business Analyst,E-Commerce,Intermediate,Novice,Intermediate,Intermediate,Novice,Novice,Intermediate,1-2 years,6 - 14,Non-Lead,related field,related,related,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_122,Business Analyst,Education,Intermediate,Intermediate,Intermediate,Novice,Novice,Novice,Novice,1-2 years,15+,Leadership,Unrelated field,related,related,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_123,Business Analyst,Health,Intermediate,Advanced,Intermediate,Intermediate,Intermediate,Intermediate,Novice,5+ years,0 - 5,Non-Lead,related field,related,Unrelated,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_124,Business Analyst,Education,Advanced,Intermediate,Advanced,Advanced,Advanced,Advanced,Novice,5+ years,15+,Non-Lead,Unrelated field,related,related,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_125,Business Analyst,E-Commerce,Novice,Novice,Novice,Advanced,Intermediate,Novice,Advanced,3-5 years,6 - 14,Non-Lead,related field,related,Unrelated,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_126,Business Analyst,Education,Intermediate,Intermediate,Novice,Intermediate,Novice,Advanced,Novice,5+ years,6 - 14,Non-Lead,related field,related,Unrelated,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_127,Business Analyst,E-Commerce,Advanced,Intermediate,Novice,Novice,Advanced,Advanced,Novice,5+ years,6 - 14,Leadership,Unrelated field,Unrelated,related,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_128,Business Analyst,Education,Intermediate,Advanced,Intermediate,Advanced,Advanced,Advanced,Novice,5+ years,0 - 5,Non-Lead,Unrelated field,related,related,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_129,Business Analyst,Education,Advanced,Novice,Intermediate,Advanced,Intermediate,Advanced,Intermediate,5+ years,0 - 5,Leadership,Unrelated field,Unrelated,Unrelated,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_130,Business Analyst,E-Commerce,Advanced,Novice,Advanced,Novice,Novice,Novice,Advanced,1-2 years,0 - 5,Leadership,related field,Unrelated,Unrelated,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_131,Business Analyst,E-Commerce,Intermediate,Intermediate,Advanced,Novice,Novice,Novice,Advanced,1-2 years,15+,Non-Lead,related field,Unrelated,related,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_132,Business Analyst,E-Commerce,Advanced,Intermediate,Advanced,Intermediate,Advanced,Advanced,Novice,5+ years,0 - 5,Non-Lead,related field,Unrelated,related,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_133,Business Analyst,Finance,Novice,Novice,Intermediate,Novice,Novice,Intermediate,Intermediate,3-5 years,15+,Non-Lead,related field,related,related,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_134,Business Analyst,E-Commerce,Advanced,Intermediate,Intermediate,Novice,Novice,Advanced,Advanced,3-5 years,0 - 5,Non-Lead,Unrelated field,related,Unrelated,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_135,Business Analyst,Health,Advanced,Intermediate,Novice,Advanced,Novice,Advanced,Intermediate,1-2 years,0 - 5,Leadership,Unrelated field,Unrelated,Unrelated,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_136,Business Analyst,Finance,Advanced,Novice,Intermediate,Advanced,Novice,Novice,Novice,3-5 years,15+,Leadership,Unrelated field,related,related,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_137,Business Analyst,Finance,Novice,Novice,Advanced,Intermediate,Novice,Intermediate,Novice,1-2 years,6 - 14,Leadership,Unrelated field,related,Unrelated,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_138,Business Analyst,E-Commerce,Intermediate,Novice,Intermediate,Advanced,Advanced,Advanced,Advanced,1-2 years,15+,Non-Lead,Unrelated field,related,related,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_139,Business Analyst,E-Commerce,Advanced,Advanced,Novice,Intermediate,Advanced,Novice,Advanced,3-5 years,15+,Non-Lead,related field,Unrelated,Unrelated,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_140,Business Analyst,Education,Novice,Advanced,Novice,Advanced,Intermediate,Advanced,Advanced,5+ years,15+,Leadership,related field,related,Unrelated,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_141,Business Analyst,Finance,Advanced,Advanced,Advanced,Advanced,Intermediate,Novice,Advanced,3-5 years,0 - 5,Leadership,Unrelated field,related,Unrelated,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_142,Business Analyst,Education,Intermediate,Intermediate,Novice,Advanced,Intermediate,Novice,Intermediate,1-2 years,0 - 5,Non-Lead,Unrelated field,related,Unrelated,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_143,Business Analyst,Finance,Novice,Intermediate,Intermediate,Intermediate,Novice,Novice,Intermediate,3-5 years,15+,Leadership,Unrelated field,Unrelated,Unrelated,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_144,Business Analyst,E-Commerce,Advanced,Advanced,Novice,Novice,Novice,Advanced,Intermediate,3-5 years,0 - 5,Leadership,related field,related,related,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_145,Business Analyst,Education,Intermediate,Intermediate,Advanced,Advanced,Intermediate,Advanced,Advanced,5+ years,15+,Non-Lead,related field,related,related,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_146,Business Analyst,Health,Intermediate,Intermediate,Advanced,Novice,Novice,Novice,Advanced,5+ years,6 - 14,Non-Lead,Unrelated field,Unrelated,related,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_147,Business Analyst,Health,Advanced,Advanced,Intermediate,Advanced,Intermediate,Novice,Advanced,5+ years,6 - 14,Non-Lead,Unrelated field,related,Unrelated,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_148,Business Analyst,Education,Novice,Advanced,Intermediate,Novice,Advanced,Novice,Novice,3-5 years,0 - 5,Non-Lead,related field,related,related,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_149,Business Analyst,Finance,Advanced,Intermediate,Intermediate,Novice,Advanced,Advanced,Novice,3-5 years,6 - 14,Leadership,related field,Unrelated,related,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_150,Business Analyst,E-Commerce,Intermediate,Novice,Intermediate,Advanced,Intermediate,Intermediate,Advanced,1-2 years,0 - 5,Non-Lead,Unrelated field,Unrelated,Unrelated,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_151,Business Analyst,Finance,Novice,Advanced,Novice,Novice,Novice,Intermediate,Advanced,1-2 years,6 - 14,Non-Lead,related field,Unrelated,related,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_152,Business Analyst,Finance,Novice,Advanced,Intermediate,Intermediate,Novice,Novice,Novice,3-5 years,6 - 14,Non-Lead,related field,related,related,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_153,Business Analyst,Finance,Novice,Intermediate,Novice,Intermediate,Advanced,Intermediate,Intermediate,5+ years,15+,Non-Lead,Unrelated field,Unrelated,related,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_154,Business Analyst,Health,Advanced,Novice,Novice,Advanced,Advanced,Novice,Novice,1-2 years,0 - 5,Non-Lead,Unrelated field,related,Unrelated,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_155,Business Analyst,Health,Novice,Novice,Advanced,Advanced,Advanced,Advanced,Advanced,1-2 years,15+,Non-Lead,Unrelated field,Unrelated,related,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_156,Business Analyst,Finance,Novice,Novice,Advanced,Intermediate,Novice,Intermediate,Intermediate,5+ years,6 - 14,Non-Lead,Unrelated field,related,related,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_157,Business Analyst,Health,Advanced,Intermediate,Novice,Novice,Intermediate,Advanced,Advanced,3-5 years,0 - 5,Leadership,Unrelated field,Unrelated,related,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_158,Business Analyst,Health,Intermediate,Intermediate,Advanced,Intermediate,Novice,Advanced,Novice,1-2 years,6 - 14,Leadership,Unrelated field,related,Unrelated,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_159,Business Analyst,Education,Advanced,Novice,Advanced,Advanced,Intermediate,Advanced,Intermediate,1-2 years,15+,Leadership,Unrelated field,Unrelated,Unrelated,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_160,Business Analyst,E-Commerce,Advanced,Advanced,Intermediate,Advanced,Intermediate,Intermediate,Novice,3-5 years,0 - 5,Leadership,Unrelated field,related,Unrelated,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_161,Business Analyst,E-Commerce,Intermediate,Intermediate,Novice,Novice,Intermediate,Advanced,Intermediate,1-2 years,15+,Leadership,related field,Unrelated,related,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_162,Business Analyst,E-Commerce,Novice,Advanced,Intermediate,Novice,Advanced,Advanced,Novice,5+ years,15+,Non-Lead,related field,Unrelated,related,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_163,Business Analyst,E-Commerce,Advanced,Intermediate,Advanced,Novice,Advanced,Intermediate,Advanced,3-5 years,6 - 14,Non-Lead,related field,Unrelated,Unrelated,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_164,Business Analyst,Finance,Novice,Advanced,Intermediate,Advanced,Novice,Advanced,Novice,3-5 years,6 - 14,Non-Lead,Unrelated field,Unrelated,related,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_165,Business Analyst,E-Commerce,Advanced,Intermediate,Novice,Advanced,Advanced,Advanced,Advanced,1-2 years,15+,Non-Lead,related field,Unrelated,Unrelated,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_166,Business Analyst,Finance,Intermediate,Intermediate,Novice,Advanced,Novice,Intermediate,Novice,5+ years,0 - 5,Leadership,Unrelated field,Unrelated,Unrelated,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_167,Business Analyst,Finance,Intermediate,Advanced,Advanced,Intermediate,Advanced,Novice,Intermediate,5+ years,15+,Non-Lead,Unrelated field,related,Unrelated,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_168,Business Analyst,Education,Novice,Novice,Intermediate,Intermediate,Advanced,Novice,Intermediate,3-5 years,15+,Leadership,Unrelated field,related,Unrelated,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_169,Business Analyst,Education,Novice,Advanced,Novice,Intermediate,Novice,Advanced,Intermediate,1-2 years,15+,Non-Lead,Unrelated field,Unrelated,Unrelated,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_170,Business Analyst,Health,Advanced,Novice,Advanced,Novice,Advanced,Advanced,Intermediate,3-5 years,6 - 14,Leadership,Unrelated field,related,related,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_171,Business Analyst,Education,Advanced,Novice,Intermediate,Advanced,Novice,Advanced,Intermediate,5+ years,15+,Non-Lead,related field,Unrelated,related,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_172,Business Analyst,Finance,Advanced,Intermediate,Advanced,Advanced,Novice,Intermediate,Advanced,1-2 years,0 - 5,Non-Lead,related field,Unrelated,Unrelated,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_173,Business Analyst,Health,Advanced,Novice,Intermediate,Advanced,Novice,Advanced,Advanced,1-2 years,6 - 14,Non-Lead,Unrelated field,Unrelated,related,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_174,Business Analyst,Education,Novice,Novice,Intermediate,Novice,Advanced,Novice,Novice,3-5 years,0 - 5,Leadership,Unrelated field,related,related,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_175,Business Analyst,Health,Novice,Advanced,Advanced,Intermediate,Intermediate,Intermediate,Intermediate,3-5 years,6 - 14,Leadership,Unrelated field,related,related,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_176,Business Analyst,Health,Novice,Advanced,Novice,Advanced,Novice,Advanced,Intermediate,3-5 years,6 - 14,Leadership,related field,Unrelated,Unrelated,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_177,Business Analyst,Finance,Advanced,Novice,Intermediate,Novice,Novice,Novice,Novice,5+ years,0 - 5,Leadership,Unrelated field,Unrelated,related,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_178,Business Analyst,Finance,Advanced,Intermediate,Advanced,Novice,Advanced,Intermediate,Intermediate,3-5 years,6 - 14,Non-Lead,related field,related,related,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_179,Business Analyst,Education,Novice,Novice,Advanced,Intermediate,Advanced,Intermediate,Advanced,3-5 years,0 - 5,Non-Lead,related field,Unrelated,related,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_180,Business Analyst,E-Commerce,Intermediate,Novice,Intermediate,Advanced,Advanced,Intermediate,Advanced,5+ years,0 - 5,Leadership,related field,Unrelated,related,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_181,Business Analyst,E-Commerce,Advanced,Advanced,Novice,Intermediate,Advanced,Advanced,Intermediate,3-5 years,0 - 5,Non-Lead,Unrelated field,Unrelated,related,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_182,Business Analyst,Education,Intermediate,Intermediate,Novice,Intermediate,Advanced,Advanced,Novice,1-2 years,0 - 5,Leadership,related field,related,related,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_183,Business Analyst,E-Commerce,Advanced,Advanced,Advanced,Intermediate,Novice,Intermediate,Novice,5+ years,15+,Non-Lead,Unrelated field,Unrelated,related,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_184,Business Analyst,Finance,Intermediate,Advanced,Intermediate,Novice,Intermediate,Intermediate,Intermediate,1-2 years,0 - 5,Leadership,Unrelated field,related,related,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_185,Business Analyst,Finance,Novice,Intermediate,Novice,Intermediate,Novice,Novice,Novice,3-5 years,6 - 14,Leadership,Unrelated field,Unrelated,related,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_186,Business Analyst,Health,Advanced,Novice,Novice,Novice,Intermediate,Novice,Intermediate,5+ years,6 - 14,Leadership,Unrelated field,Unrelated,Unrelated,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_187,Business Analyst,Finance,Advanced,Advanced,Novice,Advanced,Advanced,Intermediate,Advanced,5+ years,6 - 14,Non-Lead,related field,Unrelated,related,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_188,Business Analyst,Education,Novice,Intermediate,Intermediate,Intermediate,Intermediate,Advanced,Advanced,3-5 years,15+,Non-Lead,Unrelated field,Unrelated,related,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_189,Business Analyst,Finance,Intermediate,Advanced,Novice,Advanced,Advanced,Novice,Novice,5+ years,6 - 14,Leadership,related field,Unrelated,related,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_190,Business Analyst,Finance,Intermediate,Intermediate,Novice,Novice,Intermediate,Intermediate,Advanced,5+ years,15+,Leadership,Unrelated field,Unrelated,Unrelated,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_191,Business Analyst,Health,Intermediate,Novice,Novice,Intermediate,Novice,Advanced,Advanced,3-5 years,6 - 14,Non-Lead,Unrelated field,Unrelated,Unrelated,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_192,Business Analyst,E-Commerce,Intermediate,Novice,Novice,Intermediate,Advanced,Intermediate,Advanced,5+ years,6 - 14,Non-Lead,related field,Unrelated,Unrelated,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_193,Business Analyst,Education,Novice,Novice,Intermediate,Novice,Advanced,Novice,Novice,1-2 years,0 - 5,Leadership,Unrelated field,Unrelated,related,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_194,Business Analyst,Health,Advanced,Novice,Novice,Novice,Novice,Novice,Intermediate,3-5 years,15+,Non-Lead,Unrelated field,related,related,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BU_SYN_195,Business Analyst,Education,Intermediate,Novice,Novice,Intermediate,Novice,Novice,Advanced,1-2 years,6 - 14,Leadership,related field,Unrelated,Unrelated,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_196,Business Analyst,Health,Intermediate,Intermediate,Intermediate,Intermediate,Advanced,Novice,Intermediate,1-2 years,15+,Leadership,related field,related,Unrelated,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BU_SYN_197,Business Analyst,E-Commerce,Intermediate,Advanced,Novice,Advanced,Advanced,Novice,Advanced,3-5 years,0 - 5,Leadership,Unrelated field,related,related,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
